Kwt,tf,totalmassflow_hvof,Kwt_hvof,resistance,nK_expt,chan_ht,comb_ht,wallheattransfer,totalfuelflow_hvof,flow_o2_hvof,em_massflow_seed,em_massflow_water
0.1,9.52,9.515028429016239,0.10092941163397155,1093.0453405457595,6.952324226182e+20,5.401945475393812,15.398073446102229,20.800018921496036,1.6987526124195913,7.729136301977493,0.016967039077513835,0.07017189179499737
0.1,12.96,12.942129076581477,0.10072004488154765,1009.4152008202313,9.364073414525413e+20,6.824547612549738,19.623602453620386,26.448150066170125,2.3721671739636676,10.451684896424812,0.023009769746209913,0.0951632789600104
0.1,16.38,16.382638890094505,0.10013361716391021,996.1602151686756,9.970920202389168e+20,9.610467919270839,23.7730858421573,33.38355376142814,3.021394788656076,13.212393320734304,0.028983385919803543,0.11986882397839788
0.32,12.96,12.960051943176024,0.3172503020255537,500.0635027798755,3.1142774536940463e+21,6.566469929997573,19.38897085848504,25.955440788482615,2.3289359995433565,10.258040327231013,0.07264925902655565,0.3004611423424149
1.0,12.96,12.958061959579084,1.0035716154683394,439.67444780571986,9.145815072974629e+21,6.103389165860425,16.358089141824188,22.461478307684615,2.15261408152761,9.625463587277943,0.2297548440164748,0.9502148241685408
